player_id,player_name,position,team,season,toi_sec,NFI_pct,NFI_pct_ZA,NFQOC,NFQOL,NFI_pct_3A,CF_pct,CF_pct_ZA,CF_pct_ZA_trad,CFQOC,CFQOL,CF_pct_3A,CF_pct_3A_trad,FF_pct,FF_pct_ZA,FF_pct_ZA_trad,FFQOC,FFQOL,FF_pct_3A,FF_pct_3A_trad,cf_fen,ca_fen,cf_cor,ca_cor,cf_cm,ca_cm,team_es_toi_sec,team_cf_fen,team_ca_fen,team_cf_cor,team_ca_cor,team_cf_cm,team_ca_cm,on60_cf_fen,on60_ca_fen,on60_cf_cor,on60_ca_cor,on60_cf_cm,on60_ca_cm,off60_cf_fen,off60_ca_fen,off60_cf_cor,off60_ca_cor,off60_cf_cm,off60_ca_cm,RelNFI_F_pct,RelNFI_A_pct,RelNFI_pct,RelCF_F_pct,RelCF_A_pct,RelCF_pct,RelFF_F_pct,RelFF_A_pct,RelFF_pct,es_toi_min,NFI_pct_3A_MOM,CF_pct_3A_MOM,FF_pct_3A_MOM,toi_min,prev_toi_min,mom_valid_pooled,mom_valid_current,NFI_pct_3A_MOM_3yr,CF_pct_3A_MOM_3yr,FF_pct_3A_MOM_3yr,NFI_MOM_consistency
8481606,Jordan Spence,D,OTT,20252026,54747.0,0.6437346437346437,0.6245377301710332,0.4983602794458474,0.5208962418626194,0.6076243721141313,0.5625,0.5555237132319204,0.5562264150943397,0.500136496376429,0.5027342290143715,0.5537001675038681,0.5543902590697798,0.6171529619805481,0.5958045780677043,0.6108793770748878,0.4994952919984584,0.5025466389520774,0.592161385040916,0.6068742642876893,698,433,864,672,262,145,169219.0,1667.6,1396.2,2215.0,2005.6,605.8,463.2,45.89840539207628,28.472793029755056,56.81407200394542,44.18872266973533,17.22834127897419,9.534769028439914,30.492696904046404,30.291424977287026,42.487245789363335,41.94003773848626,10.81207631560556,10.006988608568037,6.416264963368631,0.4722195801281206,6.888484543496752,14.326826214582084,-2.248684931249066,12.078141283333018,15.405708488029871,1.8186319475319692,17.224340435561842,912.45,0.10135216358956911,0.03137463977526389,0.04572027730250994,912.45,1282.0166666666667,False,True,,,,
8475218,Mattias Ekholm,D,EDM,20252026,61620.0,0.5969162995594713,0.5822910109124241,0.5037529318689468,0.5000723504251464,0.5819888711442757,0.5374925014997001,0.5321775737989707,0.532712931607227,0.5012807723812093,0.5036217020770006,0.5312325360531884,0.5317651290488377,0.5628980891719745,0.5466336893850642,0.5581185192795014,0.5040239896573109,0.4858603061568455,0.5564583241339848,0.5690222829328847,707,549,896,771,271,183,164431.0,1609.6,1530.6,2223.2,2080.2,585.8,533.0,41.3047711781889,32.07400194741967,52.34664070107108,45.04381694255112,15.832521908471277,10.691333982473225,31.605178434214235,34.37141940064779,46.472848236083685,45.842565484238065,11.02294501561117,12.255497952553714,4.8095768928601075,1.5641639700804912,6.373740862940599,5.873792464987396,0.7987485416869475,6.672541006674344,9.699592743974666,2.297417453228121,11.997010197202789,1027.0,0.06750340038275171,0.023713610674348184,0.020208599264392002,1027.0,1440.8833333333334,False,True,0.01233077044382743,0.004944083482499158,0.004739128146849662,mixed
8483457,Lane Hutson,D,MTL,20252026,76215.0,0.5738045738045738,0.5616995629730736,0.5063976350827762,0.4560522998797737,0.5919768684069805,0.5265511458915595,0.5221521040033189,0.5225952071942415,0.5014332002991704,0.4996377201188147,0.5234626671515888,0.5239202115724121,0.5435816164817749,0.5301199515300784,0.5396256777844569,0.504619796343839,0.4673288872014716,0.5523672791836988,0.5640995672382361,686,576,942,847,276,205,187695.6,1667.2,1706.4,2395.0,2330.4,611.8,608.6,32.403070261759495,27.207242668765993,44.49517811454438,40.00787246604999,13.036803778783703,9.683133241487896,31.68551299508614,36.503571024913754,46.921168346779616,47.902863816664066,10.843859828526217,13.03329906728166,2.1929439502574883,3.3501658257937645,5.543109776051253,-2.425990232235236,7.894991350614077,5.469001118378841,0.7175572666733565,9.29632835614776,10.013885622821116,1270.25,0.0780812378050505,0.009536706861283495,0.022730895170082088,1270.25,1765.6,False,True,,,,
8479323,Adam Fox,D,NYR,20252026,47293.0,0.5924657534246576,0.5869261721966829,0.4960961856031762,0.4652302664009795,0.6057769641923332,0.4825531914893617,0.4805400706252516,0.4807428466617755,0.4997719588776071,0.4783686075240009,0.4909916433914545,0.4912719850468423,0.5230224321133412,0.5168620091693445,0.521212087285755,0.4975569932792947,0.4608503242657009,0.5392960368810017,0.5455309740104639,443,404,567,608,173,119,191473.2,1686.4,1801.4,2384.2,2536.2,578.2,580.6,33.72169242805489,30.752965555156152,43.16072145983549,46.281690736472626,13.168967923371325,9.05842302243461,31.04614919385602,34.89133736809909,45.37322045606816,48.14475219204855,10.117339274047335,11.525577020977916,3.0516286493239857,2.4671539985433046,5.51878264786729,-2.212498996232668,1.8630614555759235,-0.3494375406567442,2.675543234198866,4.138371812942935,6.813915047141801,788.2166666666667,0.0637642085737623,-0.023115731583457366,-0.005405731314799267,788.2166666666667,1634.0666666666666,False,True,0.017436368529367214,-0.010202400408126514,-0.004050745081452978,mixed
8479385,Jordan Kyrou,F,STL,20252026,36203.0,0.592,0.5767895026464039,0.5025675707008277,0.4859761689029474,0.5852267940595773,0.5110619469026548,0.5055343504443914,0.5060911297820323,0.5001658861000767,0.4786536739031611,0.5162990206525268,0.5169368342570279,0.5385779122541604,0.5216627172185689,0.5336070951335379,0.5005099637859023,0.4626389603907224,0.5446185480323965,0.5586445980381313,356,305,462,442,148,102,175973.4,1537.0,1689.2,2136.6,2267.8,594.2,582.2,35.40038118387979,30.32897826147004,45.940944120652986,43.95215866088446,14.717012402287104,10.14280584481949,30.418457699198115,35.65218386725659,43.1318791389307,47.02626593327343,11.49256208753785,12.36828398573661,3.224450314749254,2.2254781409171205,5.449928455666374,2.809064981722287,3.0741072723889715,5.883172254111258,4.981923484681673,5.323205605786548,10.30512909046822,603.3833333333333,0.0694308409637262,0.02098435528526027,0.0402831129310669,603.3833333333333,1396.7666666666667,False,True,0.04040881248975988,0.007234245466149221,0.015608573276783333,mixed
8481542,Moritz Seider,D,DET,20252026,80262.0,0.5337690631808278,0.5409902452485847,0.5044351994160673,0.4450391834119213,0.5775586707500068,0.5432033719704953,0.545827597825462,0.5455632668916862,0.5010727244617792,0.4817281518686479,0.5560523450794292,0.5558676635907851,0.5485047410649161,0.5565352281833893,0.550864635986107,0.5021765597587675,0.4649740439710885,0.5789212796142453,0.5753657113105347,752,619,1031,867,245,214,168020.0,1578.4,1610.6,2244.0,2191.8,515.2,574.2,33.72953577035209,27.764072662031847,46.243552366001346,38.88764296927562,10.989010989010987,9.598564700605516,33.90049909979717,40.67731716766562,49.75956607944575,54.34581462658676,11.084117687276375,14.77608878962602,-0.0951066982653863,5.177524089020503,5.082417390755117,-3.5160137134444014,15.45817165731114,11.94215794386674,-0.1709633294450796,12.913244505633774,12.742281176188694,1337.7,0.08522656525566547,0.044364867869031266,0.06070901856059985,1337.7,1959.1833333333334,False,True,0.031242525057334786,0.01279029622787146,0.021534974240411547,mixed
8478402,Connor McDavid,F,EDM,20252026,69163.0,0.5781893004115226,0.5631170759720215,0.502821842749106,0.4871833807990916,0.5708850462131071,0.5189725627553999,0.5134952155988166,0.514046933464782,0.5011682956391538,0.5068542732750274,0.5107331308375763,0.5112682530920192,0.535408560311284,0.51864713495565,0.5304829310206661,0.5030494253048882,0.4945504396622797,0.5222488987064616,0.5345547249221494,688,597,889,824,281,205,164431.0,1609.6,1530.6,2223.2,2080.2,585.8,533.0,35.811055043881844,31.074418402903284,46.2732964157136,42.88998452930035,14.626317539724996,10.67044518022642,34.82554477893941,35.27900239324852,50.41692908426753,47.46945459125834,11.517823403451311,12.394508124448922,3.1084941362736824,1.724062944222501,4.8325570804961835,-4.143632668553927,4.579470061957991,0.4358373934040642,0.985510264942434,4.204583990345235,5.1900942552876685,1152.7166666666667,0.02827545989289182,0.0011315631691467543,-0.01332478333626319,1152.7166666666667,1411.9666666666667,False,True,0.0022497643818498356,-0.0023820869751010796,-0.00216771215438046,mixed
8478397,Rasmus Andersson,D,CGY,20252026,71741.0,0.5310344827586206,0.5268629168206492,0.4942008542561262,0.5037735740215462,0.5191565431295443,0.5098369870713885,0.5083210121122468,0.5084737120316428,0.4986940827189895,0.4993798426063682,0.5065555818134994,0.5066919232054844,0.5186046511627908,0.513965562130772,0.5172413761230451,0.4938221380699183,0.5057956627504882,0.5049612161257078,0.5071050166662433,669,621,907,872,231,204,198274.8,1840.2,1913.8,2590.8,2670.6,603.2,696.4,33.57076148924604,31.16209698777547,45.51372297570427,43.75740511004864,11.591697913327106,10.236824131249913,33.32168954066029,36.78131850936272,47.905618893924,51.17178176898189,10.589423537426368,14.00922125155492,1.0022743759007398,3.772397120305008,4.774671496205748,-2.3918959182197312,7.414376658933243,5.022480740713512,0.2490719485857511,5.619221521587246,5.868293470172997,1195.6833333333334,0.03572901369777087,0.0005805282331901029,0.014808900159435756,1195.6833333333334,1876.7333333333333,False,True,0.019312648878846594,0.009322249775998548,0.021004725784146028,consistent_up
8482762,Simon Edvinsson,D,DET,20252026,65091.0,0.5345622119815668,0.5401445698985606,0.5029458304510626,0.4513217944911237,0.5717726407235888,0.5324384787472036,0.5344671449461718,0.534262803071528,0.4999091211190041,0.4989520806571959,0.5343488244068325,0.5341438870390272,0.5386398763523956,0.5448478701299367,0.54046420067672,0.4994272709850556,0.4817175052852554,0.5547459818280869,0.551214729417887,697,597,952,836,232,202,168020.0,1578.4,1610.6,2244.0,2191.8,515.2,574.2,38.54910817163663,33.01838963912062,52.65244042955247,46.2368069318339,12.831266995437156,11.172051435682352,30.82746359140767,35.45123337446201,45.18843086010745,47.419871950567874,9.905080200915195,13.017905546541792,2.9261867945219606,1.84585411085944,4.772040905381401,7.464009569445018,1.183065018733977,8.647074588178995,7.721644580228961,2.432843735341386,10.154488315570347,1084.85,0.043763746162547634,0.041235571390418724,0.06000048713341166,1084.85,1564.2333333333333,False,True,,,,
8479442,Troy Stecher,D,TOR,20252026,46917.0,0.5254237288135594,0.5329394179649637,0.5061352374317943,0.4356366616745502,0.5766275410994957,0.4802431610942249,0.4829744127929006,0.4826993014451021,0.5024461184548136,0.476486062118727,0.4975416974794975,0.4973824907565349,0.4603960396039604,0.468754040323301,0.4628521799548376,0.5058572749460072,0.4454172900989747,0.5059946592505217,0.5037305411757456,465,545,632,684,186,168,178862.2,1604.6,1950.8,2269.6,2487.8,563.6,668.8,35.68003069249952,41.81853059658546,48.49414924227892,52.484174179934776,14.27201227699981,12.890849798580472,31.09290826797791,38.35592351976426,44.680367304001955,49.21497712686782,10.302458899603774,13.66385438803382,3.969553377396035,0.7730045894533468,4.7425579668493825,3.813781938276968,-3.2691970530669536,0.5445848852100141,4.58712242452161,-3.4626070768212003,1.1245153477004095,781.95,0.06846546380087393,0.010596588082096625,0.04976429647071828,781.95,866.9,False,True,0.03729395334156075,0.006981468700607174,0.013114035672148952,mixed
